City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
387,Souillac,-20.5167,57.5167,76.19,82,26,16.08,MU,2022-12-08 20:00:52
388,Kyzyl-Mazhalyk,51.1333,90.6,-19.79,93,58,0.63,RU,2022-12-08 20:00:52
389,Gat,31.61,34.7642,60.4,75,74,4.41,IL,2022-12-08 20:00:52
390,Lakes Entrance,-37.8811,147.981,50.16,73,21,12.15,AU,2022-12-08 20:00:53
391,Imperia,43.9667,7.7833,45.0,90,100,2.77,IT,2022-12-08 20:00:53
392,Balabac,7.9868,117.0645,79.75,75,100,3.42,PH,2022-12-08 20:00:54
393,Les Cayes,18.2,-73.75,82.63,46,0,12.48,HT,2022-12-08 20:00:54
394,Haifa,32.8156,34.9892,63.28,82,0,3.44,IL,2022-12-08 20:00:55
395,Severo-Kurilsk,50.6789,156.125,23.11,59,75,9.86,RU,2022-12-08 20:00:55
396,Vila Franca Do Campo,37.7167,-25.4333,60.19,85,61,8.84,PT,2022-12-08 20:00:56
397,Dicabisagan,17.0818,122.4157,76.33,90,100,6.76,PH,2022-12-08 20:00:56
398,Inhambane,-23.865,35.3833,77.56,83,7,10.76,MZ,2022-12-08 20:00:57
399,Rusape,-18.5278,32.1284,63.86,90,81,7.45,ZW,2022-12-08 20:00:58
400,Tres Picos,15.8667,-93.5333,90.23,39,0,2.35,MX,2022-12-08 20:00:58
401,Ipilan,8.8431,117.9033,78.69,78,95,2.86,PH,2022-12-08 20:00:59
402,Dalvik,65.9702,-18.5286,28.26,85,100,15.75,IS,2022-12-08 20:00:59
403,Manggar,-2.8833,108.2667,77.61,84,100,4.74,ID,2022-12-08 20:00:59
404,Puerto Lopez,4.0845,-72.956,84.61,56,33,6.11,CO,2022-12-08 20:01:00
405,Katherine,-14.4667,132.2667,80.92,74,57,5.75,AU,2022-12-08 20:01:00
406,Sao Felix Do Xingu,-6.6447,-51.995,89.64,55,90,0.83,BR,2022-12-08 20:01:01
407,Kenai,60.5544,-151.2583,11.34,83,30,2.75,US,2022-12-08 20:01:01
408,Atambua,-9.1061,124.8925,72.36,86,100,4.05,ID,2022-12-08 20:01:02
409,Bukama,-9.2,25.85,68.54,98,100,2.62,CD,2022-12-08 20:01:04
410,Alice Springs,-23.7,133.8833,69.35,23,8,6.91,AU,2022-12-08 20:01:05
411,Tres Arroyos,-38.3739,-60.2798,92.8,10,0,20.54,AR,2022-12-08 20:01:06
412,Bilma,18.6853,12.9164,69.57,17,32,5.59,NE,2022-12-08 20:01:06
413,Tsumeb,-19.2333,17.7167,82.22,29,83,10.13,NA,2022-12-08 20:02:07
414,Tessalit,20.1986,1.0114,75.72,15,0,11.81,ML,2022-12-08 20:02:07
415,Palmas Bellas,9.2319,-80.0867,84.25,74,9,12.21,PA,2022-12-08 20:02:08
416,Tilichiki,60.4667,166.1,20.7,95,100,8.28,RU,2022-12-08 20:02:08
417,Waitati,-45.75,170.5667,63.81,71,100,4.68,NZ,2022-12-08 20:02:08
418,Capreol,46.706,-80.9225,21.54,62,5,2.62,CA,2022-12-08 20:02:09
419,Kedrovyy,56.1667,91.8167,9.01,84,88,8.37,RU,2022-12-08 20:02:09
420,Salinopolis,-0.6136,-47.3561,82.53,71,87,9.57,BR,2022-12-08 20:02:10
421,Phalaborwa,-23.943,31.1411,76.68,68,67,11.16,ZA,2022-12-08 20:02:10
422,San Matias,-16.3667,-58.4,98.02,33,94,3.87,BO,2022-12-08 20:02:10
423,Kloulklubed,7.0419,134.2556,82.22,79,100,13.4,PW,2022-12-08 20:02:11
424,Tiksi,71.6872,128.8694,-7.1,100,100,0.94,RU,2022-12-08 20:02:12
425,Huntsville,34.7304,-86.5861,72.82,83,100,10.36,US,2022-12-08 20:01:56
426,Nikki,9.9401,3.2108,78.3,24,0,4.81,BJ,2022-12-08 20:02:12
427,Camacha,33.0833,-16.3333,63.82,68,40,18.41,PT,2022-12-08 20:02:12
428,Port-Cartier,50.0334,-66.8654,36.75,78,29,13.91,CA,2022-12-08 20:02:13
429,Narsaq,60.9167,-46.05,23.22,73,100,7.11,GL,2022-12-08 20:02:13
430,Yanji,42.9075,129.5078,14.59,88,3,2.57,CN,2022-12-08 20:02:14
431,Margate,51.3813,1.3862,34.7,80,14,1.99,GB,2022-12-08 20:02:15
432,Naze,28.3667,129.4833,64.36,70,100,12.06,JP,2022-12-08 20:02:15
433,Tonantins,-2.8731,-67.8022,74.93,95,100,0.34,BR,2022-12-08 20:02:15
434,Nome,64.5011,-165.4064,6.87,96,64,4.32,US,2022-12-08 20:02:16
435,Orlik,52.5178,99.825,-16.76,93,35,3.13,RU,2022-12-08 20:02:16
436,Merauke,-8.4667,140.3333,77.63,90,100,8.99,ID,2022-12-08 20:02:17
437,Mananjary,-21.2167,48.3333,75.11,81,35,2.44,MG,2022-12-08 20:02:17
438,Cuamba,-14.8031,36.5372,74.23,77,93,2.06,MZ,2022-12-08 20:02:18
439,Chimbote,-9.0853,-78.5783,70.03,71,64,10.74,PE,2022-12-08 20:01:13
440,Petropavlovsk-Kamchatskiy,53.0452,158.6483,9.19,79,75,6.71,RU,2022-12-08 20:02:19
441,Wanxian,30.8039,108.3897,50.92,72,82,0.49,CN,2022-12-08 20:02:19
442,Namtsy,62.7161,129.6658,-20.83,96,100,6.42,RU,2022-12-08 20:02:20
443,Bathsheba,13.2167,-59.5167,82.06,72,98,10.4,BB,2022-12-08 20:02:20
444,Bakong,5.0935,10.4852,66.25,48,100,2.68,CM,2022-12-08 20:02:20
445,Cayenne,4.9333,-52.3333,86.04,66,100,9.22,GF,2022-12-08 20:01:06
446,Beringovskiy,63.05,179.3167,11.86,95,99,4.9,RU,2022-12-08 20:02:21
447,Bud,39.447,-86.1758,44.67,93,100,7.65,US,2022-12-08 20:02:21
448,Buala,-8.145,159.5921,80.24,81,100,4.34,SB,2022-12-08 20:02:21
449,Mineiros,-17.5694,-52.5511,82.4,53,100,3.18,BR,2022-12-08 20:02:22
450,Ornskoldsvik,63.2909,18.7153,23.95,93,100,8.05,SE,2022-12-08 20:02:22
451,Fort Nelson,58.8053,-122.7002,3.49,90,100,3.22,CA,2022-12-08 20:02:23
452,Kasongo,-4.45,26.6667,67.68,99,100,2.3,CD,2022-12-08 20:02:23
453,Rawson,-43.3002,-65.1023,84.18,17,78,32.21,AR,2022-12-08 20:02:24
454,Huaidian,33.4333,115.0333,46.33,77,100,4.0,CN,2022-12-08 20:02:24
455,Prachuap Khiri Khan,12.2167,99.75,69.85,89,34,3.4,TH,2022-12-08 20:02:25
456,Zaykovo,57.5613,62.7568,13.73,78,75,10.18,RU,2022-12-08 20:02:25
457,Vamdrup,55.4276,9.2844,30.06,100,83,0.0,DK,2022-12-08 20:02:26
458,Sioux Lookout,50.1001,-91.917,15.69,83,100,5.1,CA,2022-12-08 20:02:26
459,Black River,18.0264,-77.8487,83.26,57,53,5.23,JM,2022-12-08 20:02:26
460,Zhigansk,66.7697,123.3711,-19.46,98,100,0.81,RU,2022-12-08 20:02:27
461,Batagay,67.6333,134.6333,-24.07,98,100,2.89,RU,2022-12-08 20:03:28
462,Jiangkou,25.4872,119.1986,58.68,86,3,7.0,CN,2022-12-08 20:03:28
463,Ayton,44.0501,-80.9164,31.17,80,77,6.62,CA,2022-12-08 20:03:29
464,Jeremie,18.65,-74.1167,79.29,59,1,7.94,HT,2022-12-08 20:03:29
465,Qandala,11.472,49.8728,75.74,71,97,4.65,SO,2022-12-08 20:03:29
466,Hay River,60.8156,-115.7999,-4.04,71,75,10.36,CA,2022-12-08 20:00:08
467,Djibo,14.1022,-1.6306,79.81,13,0,10.09,BF,2022-12-08 20:03:30
468,Maple Creek,49.9168,-109.4848,28.54,72,64,13.51,CA,2022-12-08 20:03:31
469,Ahipara,-35.1667,173.1667,66.25,98,100,5.1,NZ,2022-12-08 20:03:29
470,Zhuhai,22.2769,113.5678,64.18,77,0,14.97,CN,2022-12-08 20:00:12
471,Moron,-34.6534,-58.6198,95.99,35,0,4.94,AR,2022-12-08 20:03:32
472,Walvis Bay,-22.9575,14.5053,62.1,81,0,10.56,NA,2022-12-08 20:03:32
473,Sabzevar,36.2126,57.6819,40.23,54,9,3.06,IR,2022-12-08 20:03:32
474,Igarka,67.4667,86.5833,3.13,96,100,8.43,RU,2022-12-08 20:03:32
475,Lodwar,3.1191,35.5973,83.26,47,96,12.37,KE,2022-12-08 20:03:33
476,Tupik,54.4253,119.9327,-13.27,96,100,1.86,RU,2022-12-08 20:03:33
477,College,64.8569,-147.8028,19.35,86,100,6.91,US,2022-12-08 20:03:34
478,Xuddur,4.1213,43.8894,76.23,74,94,15.86,SO,2022-12-08 20:03:34
479,Olafsvik,64.8945,-23.7142,32.29,66,72,26.55,IS,2022-12-08 20:03:34
480,Urdoma,61.7533,48.5442,10.11,86,12,7.87,RU,2022-12-08 20:03:35
481,Yermakovskoye,53.2831,92.4003,-12.62,99,19,1.61,RU,2022-12-08 20:03:35
482,Dire Dawa,9.5931,41.8661,65.08,57,26,0.34,ET,2022-12-08 20:03:35
483,Zatoka,46.0725,30.4654,48.61,95,100,3.09,UA,2022-12-08 20:03:36
484,Beloha,-25.1667,45.05,74.35,74,2,17.49,MG,2022-12-08 20:03:36
485,Nyurba,63.2842,118.3319,-33.47,99,100,4.59,RU,2022-12-08 20:03:36
486,La Gomera,14.0833,-91.05,89.31,53,0,6.69,GT,2022-12-08 20:03:37
487,Bosaso,11.2842,49.1816,74.91,77,99,2.66,SO,2022-12-08 20:03:31
488,Oranjestad,12.524,-70.027,83.91,64,87,1.01,AW,2022-12-08 20:03:37
489,Iguape,-24.7081,-47.5553,78.26,68,0,8.41,BR,2022-12-08 20:03:38
490,Kesova Gora,57.5836,37.2922,19.45,94,100,12.84,RU,2022-12-08 20:03:38
491,Navolato,24.7672,-107.6944,90.64,33,9,13.24,MX,2022-12-08 20:03:38
492,Demba,-5.51,22.2667,64.47,100,94,1.39,CD,2022-12-08 20:03:39
493,Casa Grande,32.8795,-111.7573,63.79,60,0,4.61,US,2022-12-08 20:01:55
494,Basco,20.4487,121.9702,78.42,83,95,19.08,PH,2022-12-08 20:03:40
495,Todos Santos,23.45,-110.2167,86.05,56,25,11.86,MX,2022-12-08 20:03:40
496,San Julian,21.0167,-102.1667,71.58,19,0,5.77,MX,2022-12-08 20:03:40
497,Chicama,-7.8447,-79.1469,74.59,57,12,10.92,PE,2022-12-08 20:03:41
498,Ugoofaaru,5.6667,73.0,81.01,77,100,10.07,MV,2022-12-08 20:03:41
499,Sawtell,-30.3833,153.1,63.19,88,100,6.91,AU,2022-12-08 20:03:42
500,Quelimane,-17.8786,36.8883,78.35,86,0,6.8,MZ,2022-12-08 20:03:42
501,Sinnamary,5.3833,-52.95,80.55,80,100,7.31,GF,2022-12-08 20:03:42
502,Payakumbuh,-0.2202,100.6308,68.74,98,100,2.66,ID,2022-12-08 20:03:43
503,Izhma,65.0083,53.9113,13.06,96,100,4.25,RU,2022-12-08 20:03:43
504,Villa Constitucion,-33.2278,-60.3297,107.29,15,0,4.74,AR,2022-12-08 20:03:43
505,Indianola,41.3581,-93.5574,37.65,63,97,10.96,US,2022-12-08 20:03:44
506,Maniwaki,46.3834,-75.966,29.23,60,6,5.84,CA,2022-12-08 20:03:44
507,Nabire,-3.3667,135.4833,76.32,84,100,2.59,ID,2022-12-08 20:04:44
508,Ulety,51.3572,112.4849,8.96,82,100,11.77,RU,2022-12-08 20:04:45
509,Talcahuano,-36.7167,-73.1167,64.08,94,75,10.36,CL,2022-12-08 20:04:45
510,Strelka,58.0728,93.0344,5.4,89,100,11.01,RU,2022-12-08 20:04:45
511,Karratha,-20.7377,116.8463,77.81,46,0,12.88,AU,2022-12-08 20:04:46
512,Kahului,20.8947,-156.47,79.84,74,20,24.16,US,2022-12-08 20:04:46
513,Hailar,49.2,119.7,0.95,93,100,10.49,CN,2022-12-08 20:04:46
514,Taytayan,7.7339,126.5019,76.64,86,100,3.78,PH,2022-12-08 20:04:47
515,Praia Da Vitoria,38.7333,-27.0667,58.75,88,57,19.06,PT,2022-12-08 20:04:47
516,Yulara,-25.2406,130.9889,81.05,16,19,17.67,AU,2022-12-08 20:04:47
517,Kalat,29.0225,66.5916,42.78,59,3,1.21,PK,2022-12-08 20:04:48
518,Conde,-7.2597,-34.9075,81.86,65,0,10.36,BR,2022-12-08 20:04:48
519,Povarovo,56.0667,37.05,22.64,95,100,8.59,RU,2022-12-08 20:04:48
520,Stromness,58.965,-3.296,37.36,72,100,38.36,GB,2022-12-08 20:04:49
521,Pauini,-7.7136,-66.9764,82.33,77,88,4.27,BR,2022-12-08 20:04:49
522,Itarema,-2.9248,-39.9167,81.86,69,79,16.58,BR,2022-12-08 20:04:49
523,Qalyub,30.1792,31.2056,65.19,52,52,2.64,EG,2022-12-08 20:04:50
524,Guhagar,17.4842,73.1929,70.02,55,100,5.41,IN,2022-12-08 20:04:50
525,Kailua,21.4022,-157.7394,78.91,76,89,10.0,US,2022-12-08 20:03:57
526,Turayf,31.6725,38.6637,55.94,61,7,7.56,SA,2022-12-08 20:04:50
527,Marinette,45.1,-87.6307,32.45,59,12,2.51,US,2022-12-08 20:04:51
528,Jacareacanga,-6.2222,-57.7528,90.12,50,100,1.5,BR,2022-12-08 20:04:51
529,Aguimes,27.9054,-15.4461,68.63,78,20,5.75,ES,2022-12-08 20:04:51
530,Sakaiminato,35.55,133.2333,49.35,64,5,8.08,JP,2022-12-08 20:04:52
531,Ponta Delgada,37.7333,-25.6667,60.49,82,40,8.05,PT,2022-12-08 20:04:52
532,Asau,46.4333,26.4,34.72,87,100,1.36,RO,2022-12-08 20:04:53
533,Sefophe,-22.1833,27.9667,76.71,57,27,11.16,BW,2022-12-08 20:04:53
534,Ilulissat,69.2167,-51.1,41.02,42,75,19.57,GL,2022-12-08 20:03:30
535,Touros,-5.1989,-35.4608,80.53,73,100,13.29,BR,2022-12-08 20:04:53
536,Newport,51.5877,-2.9984,36.45,75,57,6.93,GB,2022-12-08 20:02:00
537,Aloleng,16.1307,119.7824,79.3,85,100,6.11,PH,2022-12-08 20:04:54
538,Am Timan,11.0297,20.2827,76.84,18,100,3.91,TD,2022-12-08 20:04:54
539,Filingue,14.3521,3.3168,78.39,13,1,10.8,NE,2022-12-08 20:04:54
540,Altay,47.8667,88.1167,0.32,56,1,8.12,CN,2022-12-08 20:04:55
541,Baza,37.4907,-2.7726,56.57,72,92,8.01,ES,2022-12-08 20:04:55
542,Rio Claro,-22.4114,-47.5614,84.13,45,0,4.5,BR,2022-12-08 20:04:55
543,Kysyl-Syr,63.8986,122.7617,-23.37,97,100,6.62,RU,2022-12-08 20:04:56
544,Robertsport,6.7533,-11.3686,80.29,81,29,7.23,LR,2022-12-08 20:04:56
545,Tagusao,9.1924,117.8141,79.74,75,100,1.28,PH,2022-12-08 20:04:57
546,Soverato,38.685,16.5499,58.15,76,50,5.57,IT,2022-12-08 20:04:57
547,Provideniya,64.3833,-173.3,14.36,79,20,0.0,RU,2022-12-08 20:03:36
548,Kurilsk,45.2333,147.8833,26.85,62,99,11.65,RU,2022-12-08 20:04:58
549,Obidos,-1.9175,-55.5181,91.72,41,96,4.81,BR,2022-12-08 20:00:37
550,Yamoto,38.4274,141.2149,36.63,82,11,5.35,JP,2022-12-08 20:04:58
551,Cidreira,-30.1811,-50.2056,75.16,73,0,11.16,BR,2022-12-08 20:04:58
552,Issoudun,47.0,1.8333,31.69,86,0,8.05,FR,2022-12-08 20:04:59
553,Ryotsu,38.0833,138.4333,44.06,69,75,6.87,JP,2022-12-08 20:04:59
554,Bethanien,-26.502,17.1583,71.82,37,0,12.01,NA,2022-12-08 20:04:59
555,Saint-Louis,16.3333,-15.0,88.66,25,0,9.89,SN,2022-12-08 20:05:00
556,Port Macquarie,-31.4333,152.9167,63.9,66,98,7.65,AU,2022-12-08 20:01:54
557,Lasa,46.6166,10.7002,27.36,93,37,2.33,IT,2022-12-08 20:06:00
558,Harper,4.375,-7.7169,78.67,81,13,5.46,LR,2022-12-08 20:06:01
559,Elbistan,38.2059,37.1983,44.96,74,97,2.08,TR,2022-12-08 20:06:01
560,San Cristobal,7.7669,-72.225,78.39,53,42,2.8,VE,2022-12-08 20:06:01
561,Minggang,32.4586,114.0486,45.37,73,93,5.01,CN,2022-12-08 20:06:02
562,Mogadishu,2.0371,45.3438,80.19,78,99,11.68,SO,2022-12-08 20:06:03
563,Gravdal,68.1214,13.5031,21.09,63,40,6.91,NO,2022-12-08 20:06:03
564,Thyboron,56.6985,8.2124,39.43,64,26,11.72,DK,2022-12-08 20:06:03
565,Chicomuselo,15.7667,-92.2667,82.29,45,0,0.56,MX,2022-12-08 20:06:04
566,Kalemie,-5.9475,29.1947,67.82,92,100,8.12,CD,2022-12-08 20:06:05
567,Yungay,-9.1383,-77.7436,65.8,61,99,7.9,PE,2022-12-08 20:06:06
568,Mahon,39.8885,4.2658,61.36,88,40,10.36,ES,2022-12-08 20:06:06
569,Makakilo City,21.3469,-158.0858,79.12,61,0,12.66,US,2022-12-08 20:06:07
570,Stoke-On-Trent,53.0042,-2.1854,29.14,64,51,1.01,GB,2022-12-08 20:01:55
571,Kunming,25.0389,102.7183,48.29,79,0,1.81,CN,2022-12-08 20:06:08
572,Comodoro Rivadavia,-45.8667,-67.5,78.66,18,20,39.12,AR,2022-12-08 20:06:10
573,Mastic Beach,40.7668,-72.8521,53.04,60,0,12.66,US,2022-12-08 20:06:10
574,Sembe,1.6481,14.5806,72.3,90,100,3.76,CG,2022-12-08 20:06:11
575,Godollo,47.5966,19.3551,37.62,85,100,3.44,HU,2022-12-08 20:06:11
576,Ocean City,39.2776,-74.5746,54.01,59,100,8.01,US,2022-12-08 20:01:44
577,Kragero,58.8693,9.4149,25.45,75,29,9.91,NO,2022-12-08 20:06:12
578,Katsuura,35.1333,140.3,53.17,76,100,10.74,JP,2022-12-08 20:06:13
579,Grand Baie,-20.0182,57.5802,77.45,74,7,8.99,MU,2022-12-08 20:06:14
